energy_rank,energy,depth,angles_deg_json,term_constraint,term_sasa,term_hbond,term_hbond_raw,term_electrostatics,term_disulfide,term_vdw_repulsion,term_vdw_attractive,term_rotamer,term_pi_stacking,term_rama,term_geometry,term_geom_pro_ring,term_geom_chirality,term_geom_planarity,term_burial_mean,term_burial_min,term_burial_max,term_neighbor_mean,term_neighbor_min,term_neighbor_max,term_total,pred_e2e_A,pred_rg_A,rmsd_to_reference_A,ref_e2e_A,ref_rg_A,native_like
11,98.40040071035342,10,"[-90.0, -45.0, -59.99999999999999, 180.0, 90.0, 45.0, -59.99999999999999, 180.0, 45.0, 59.99999999999999, 180.0, -135.0, 150.0, -59.99999999999999, 45.0, 45.0, 180.0, 59.99999999999999, 59.99999999999999, -59.99999999999999, -119.99999999999999, 135.0, -45.0, 160.0, 180.0, -90.0, 105.00000000000001, -59.99999999999999, -59.99999999999999, -150.0, 105.00000000000001, -59.99999999999999, 59.99999999999999]",8.789873530011079,159.94752979127435,-115.2751399470925,-76.85009329806167,17.07517857599811,0.0,50.31819700028071,-2.42244917709142,-15.40756216976526,0.0,-5.2135303448863155,0.5883034516246725,0.5883034516246725,0.0,0.0,0.9076781934826699,0.38739699272213635,1.0,35.201534542810734,13.558894745274772,52.83835884745994,98.40040071035342,6.825886385027848,4.6344759889892115,2.74661053010197,5.508595556037851,4.848916770784997,False
12,104.78093013472272,10,"[-90.0, -45.0, -59.99999999999999, 180.0, 90.0, 45.0, -59.99999999999999, 180.0, 45.0, 59.99999999999999, 180.0, -135.0, 150.0, -59.99999999999999, 45.0, 45.0, 180.0, 59.99999999999999, 59.99999999999999, -59.99999999999999, -135.0, 135.0, -45.0, 160.0, 180.0, -75.0, 115.0, 180.0, -59.99999999999999, -150.0, 105.00000000000001, -59.99999999999999, 59.99999999999999]",0.6428785635466914,85.57992745881522,-115.2751399470925,-76.85009329806167,20.08257912142979,0.0,138.78220016151042,-3.7283412400560443,-15.807538799549228,0.0,-6.083938635506294,0.5883034516246725,0.5883034516246725,0.0,0.0,0.9506032164739883,0.4112954292903377,1.0,40.96578425922765,14.395340025161818,60.11971196769058,104.78093013472272,5.14142544330455,4.424359901967266,2.699386706666084,5.508595556037851,4.848916770784997,False
13,105.05511801965001,10,"[-90.0, -45.0, -59.99999999999999, 180.0, 90.0, 45.0, -59.99999999999999, 180.0, 45.0, 59.99999999999999, 180.0, -135.0, 150.0, -59.99999999999999, 45.0, 45.0, 180.0, 59.99999999999999, 59.99999999999999, -59.99999999999999, -119.99999999999999, 135.0, -59.99999999999999, 115.0, 59.99999999999999, -45.0, 145.0, 180.0, -59.99999999999999, -90.0, -75.0, 180.0, 59.99999999999999]",8.105253288583068,111.84716358292015,-115.2751399470925,-76.85009329806167,19.046776846113666,0.0,103.88958001141411,-2.6460990427158424,-13.207980012764175,0.0,-7.292740158433139,0.5883034516246725,0.5883034516246725,0.0,0.0,0.935441752621691,0.4218144387863913,1.0,37.27510191468517,14.763505357523695,55.58901559835151,105.05511801965001,6.77320487656803,4.5745661384888985,2.756141438762126,5.508595556037851,4.848916770784997,False
14,105.99189081145448,10,"[-90.0, -45.0, -59.99999999999999, 180.0, 90.0, 45.0, -59.99999999999999, 180.0, 45.0, 59.99999999999999, 180.0, -135.0, 150.0, -59.99999999999999, 45.0, 45.0, 180.0, 59.99999999999999, 59.99999999999999, -59.99999999999999, -119.99999999999999, 135.0, -45.0, 160.0, 180.0, -75.0, 115.0, 180.0, -59.99999999999999, -105.00000000000001, 105.00000000000001, 59.99999999999999, -59.99999999999999]",2.0844060028094678,184.71124923890727,-115.2751399470925,-76.85009329806167,16.79683295053141,0.0,40.36917823818386,-2.566970453237637,-15.80753879954923,0.0,-4.908429870722795,0.5883034516246725,0.5883034516246725,0.0,0.0,0.893384560323863,0.3905620039255261,1.0,35.93061225054913,13.669670137393414,54.10237884391304,105.99189081145448,6.1456633802236995,4.560853642489402,2.7491641293206386,5.508595556037851,4.848916770784997,False
15,109.68374132395891,10,"[-90.0, -45.0, -59.99999999999999, 180.0, 90.0, 45.0, -59.99999999999999, 180.0, 45.0, 59.99999999999999, 180.0, -135.0, 150.0, -59.99999999999999, 45.0, 45.0, 180.0, 59.99999999999999, 59.99999999999999, -59.99999999999999, -135.0, 135.0, -45.0, 160.0, 180.0, -90.0, 105.00000000000001, -59.99999999999999, -59.99999999999999, -150.0, 105.00000000000001, -59.99999999999999, 59.99999999999999]",0.6682190025161685,109.88081926568884,-115.2751399470925,-76.85009329806167,21.0764805678829,0.0,116.7445036752708,-3.1906084975326037,-15.40756216976526,0.0,-5.401274024634116,0.5883034516246725,0.5883034516246725,0.0,0.0,0.9365767276965721,0.4050994037864371,1.0,38.27468952676181,14.178479132525299,57.41908901534563,109.68374132395891,5.865573249162509,4.494470636971433,2.6997317600560278,5.508595556037851,4.848916770784997,False
16,113.52885544775864,10,"[-90.0, -45.0, -59.99999999999999, 180.0, 90.0, 45.0, -59.99999999999999, 180.0, 45.0, 59.99999999999999, 180.0, -135.0, 150.0, -59.99999999999999, 45.0, 45.0, 180.0, 59.99999999999999, 59.99999999999999, -59.99999999999999, -135.0, 119.99999999999999, -45.0, 160.0, 180.0, -59.99999999999999, 115.0, -59.99999999999999, -59.99999999999999, -105.00000000000001, 105.00000000000001, 59.99999999999999, -59.99999999999999]",3.0255254008765813,136.34796640345735,-115.2751399470925,-76.85009329806167,18.937086111750723,0.0,93.21569018737702,-3.1159163769697855,-15.407562169765262,0.0,-4.787097613500151,0.5883034516246725,0.5883034516246725,0.0,0.0,0.9212998750917994,0.3973439719798616,1.0,38.65593652369582,13.907039019295157,57.558103677018856,113.52885544775864,4.722114995532555,4.422921538324989,2.5585925715608027,5.508595556037851,4.848916770784997,False
17,114.54090442200628,10,"[-90.0, -45.0, -59.99999999999999, 180.0, 90.0, 45.0, -59.99999999999999, 180.0, 45.0, 59.99999999999999, 180.0, -135.0, 150.0, -59.99999999999999, -75.0, 75.0, 180.0, 59.99999999999999, 59.99999999999999, -59.99999999999999, -135.0, 135.0, -45.0, 160.0, 180.0, -75.0, 115.0, 180.0, -59.99999999999999, -150.0, 105.00000000000001, -59.99999999999999, 59.99999999999999]",38.235203258091374,53.3581133810876,-40.465631421094756,-26.97708761406317,15.411593383658207,0.0,69.16445382123014,-2.5952547622547915,-15.807538799549228,0.0,-3.348337890786926,0.5883034516246725,0.5883034516246725,0.0,0.0,0.9692016661581023,0.7076889950508249,1.0,39.19866377615099,24.76911482677887,58.25780678751829,114.54090442200628,8.265328308107064,4.800984981977588,2.6768707919533847,5.508595556037851,4.848916770784997,False
18,116.39484085492846,10,"[-90.0, -45.0, -59.99999999999999, 180.0, 90.0, 45.0, -59.99999999999999, 180.0, 45.0, 59.99999999999999, 180.0, -135.0, 150.0, -59.99999999999999, 45.0, 45.0, 180.0, 59.99999999999999, 59.99999999999999, -59.99999999999999, -135.0, 135.0, -90.0, 160.0, 180.0, -45.0, 145.0, 180.0, -59.99999999999999, -105.00000000000001, 105.00000000000001, 59.99999999999999, -59.99999999999999]",0.6003446414641908,183.90794898870737,-115.2751399470925,-76.85009329806167,17.308275321558042,0.0,53.832365304801925,-2.251635365948307,-15.80753879954923,0.0,-6.508082740637711,0.5883034516246725,0.5883034516246725,0.0,0.0,0.8938482256919438,0.3858351306598195,1.0,35.011160712247914,13.504229573093683,52.35625990219133,116.39484085492846,5.846509636652198,4.668405133036536,2.376701971869677,5.508595556037851,4.848916770784997,False
19,116.95589750520601,10,"[-90.0, -45.0, -59.99999999999999, 180.0, 90.0, 45.0, -59.99999999999999, 180.0, 45.0, 59.99999999999999, 180.0, -135.0, 150.0, -59.99999999999999, 45.0, 45.0, 180.0, 59.99999999999999, 59.99999999999999, -59.99999999999999, -135.0, 135.0, -75.0, 150.0, 59.99999999999999, -59.99999999999999, 115.0, -59.99999999999999, -59.99999999999999, -90.0, -75.0, 180.0, 59.99999999999999]",0.08159864469908372,121.56260870972015,-115.2751399470925,-76.85009329806167,19.01338144738965,0.0,114.1708626657672,-2.5380782635251107,-12.808003382980205,0.0,-7.839635820396942,0.5883034516246725,0.5883034516246725,0.0,0.0,0.9298339920867416,0.3967259583034944,1.0,37.33036204646561,13.885408540622304,55.74386209201607,116.95589750520601,5.627748694474021,4.562913599264479,2.452900763273037,5.508595556037851,4.848916770784997,False
20,117.00371351728955,10,"[-90.0, -45.0, -59.99999999999999, 180.0, 90.0, 45.0, -59.99999999999999, 180.0, 45.0, 59.99999999999999, 180.0, -135.0, 150.0, -59.99999999999999, 45.0, 45.0, 180.0, 59.99999999999999, 59.99999999999999, -59.99999999999999, -119.99999999999999, 135.0, -45.0, 160.0, 180.0, -75.0, 115.0, 180.0, -59.99999999999999, -59.99999999999999, -14.999999999999998, -59.99999999999999, -59.99999999999999]",2.0844060028094678,149.11731078868166,-115.2751399470925,-76.85009329806167,16.76042063150915,0.0,89.70380466049349,-2.6136278115340827,-15.80753879954923,0.0,-7.5542254596530345,0.5883034516246725,0.5883034516246725,0.0,0.0,0.9139294021421751,0.39877606267560717,1.0,37.33310180127115,13.957162193646251,55.664198998036944,117.00371351728955,6.1456633802236995,4.560853642489402,2.7491641293206386,5.508595556037851,4.848916770784997,False
21,117.34554203874767,10,"[-90.0, -45.0, -59.99999999999999, 180.0, 90.0, 45.0, -59.99999999999999, 180.0, 45.0, 59.99999999999999, 180.0, -135.0, 150.0, -59.99999999999999, 45.0, 45.0, 180.0, 59.99999999999999, 59.99999999999999, -59.99999999999999, -135.0, 135.0, -90.0, 160.0, 180.0, -59.99999999999999, 115.0, -59.99999999999999, -59.99999999999999, -90.0, -75.0, 180.0, 59.99999999999999]",2.3022097890522684,175.04426686162748,-115.2751399470925,-76.85009329806167,17.606505913061937,0.0,63.51464455116853,-2.311878500824678,-15.807538799549228,0.0,-8.315831280320793,0.5883034516246725,0.5883034516246725,0.0,0.0,0.8989643481318167,0.3879069184033428,1.0,34.7179983750005,13.576742144116997,52.56743557071849,117.34554203874767,6.1785587357115475,4.674075327367813,2.37814896173899,5.508595556037851,4.848916770784997,False
22,117.63280853215626,10,"[-90.0, -45.0, -59.99999999999999, 180.0, 90.0, 45.0, -59.99999999999999, 180.0, 45.0, 59.99999999999999, 180.0, -135.0, 150.0, -59.99999999999999, -75.0, 75.0, 180.0, 59.99999999999999, 59.99999999999999, -59.99999999999999, -135.0, 135.0, -45.0, 160.0, 180.0, -59.99999999999999, 115.0, -59.99999999999999, -59.99999999999999, -150.0, 105.00000000000001, -59.99999999999999, 59.99999999999999]",28.04743101288022,32.88162841706369,-40.465631421094756,-26.97708761406317,15.376805438212,0.0,104.25960892012705,-2.5645869399133066,-15.40756216976526,-1.6232826438289047,-3.4599055331491524,0.5883034516246725,0.5883034516246725,0.0,0.0,0.981020705098376,0.8376709081307089,1.0,40.7463799610366,29.31848178457481,60.94228954593212,117.63280853215626,7.868435391260662,4.71737544964809,2.6698855842594362,5.508595556037851,4.848916770784997,False
23,118.33316499452616,10,"[-90.0, -45.0, -59.99999999999999, 180.0, 90.0, 45.0, -59.99999999999999, 180.0, 45.0, 59.99999999999999, 180.0, -135.0, 150.0, -59.99999999999999, 45.0, 45.0, 180.0, 59.99999999999999, 59.99999999999999, -59.99999999999999, -135.0, 119.99999999999999, -75.0, 150.0, 59.99999999999999, -59.99999999999999, 115.0, -59.99999999999999, -59.99999999999999, -150.0, 105.00000000000001, -59.99999999999999, 59.99999999999999]",5.61695359989263,157.6610055149614,-115.2751399470925,-76.85009329806167,18.172208816070903,0.0,72.41206418148893,-2.3509918516089545,-12.408026753196237,0.0,-6.083212017614699,0.5883034516246725,0.5883034516246725,0.0,0.0,0.9089979766147408,0.3895060392214783,1.0,35.48954351544286,13.632711372751741,52.683122649459776,118.33316499452616,6.5599012784115915,4.663625190423311,2.4217572119106756,5.508595556037851,4.848916770784997,False
24,118.9786352864786,10,"[-90.0, -45.0, -59.99999999999999, 180.0, 90.0, 45.0, -59.99999999999999, 180.0, 45.0, 59.99999999999999, 180.0, -135.0, 150.0, -59.99999999999999, 45.0, 45.0, 180.0, 59.99999999999999, 59.99999999999999, -59.99999999999999, -119.99999999999999, 135.0, -45.0, 160.0, 180.0, -75.0, 105.00000000000001, 180.0, -59.99999999999999, -105.00000000000001, 105.00000000000001, 59.99999999999999, -59.99999999999999]",1.2148180698782858,198.7646863657171,-115.2751399470925,-76.85009329806167,16.779408274654795,0.0,39.67632005669699,-2.5896826050190254,-15.80753879954923,0.0,-4.372539580432475,0.5883034516246725,0.5883034516246725,0.0,0.0,0.8852729083026165,0.38999277516336556,1.0,35.41760110595078,13.649747130717794,53.802861604051536,118.9786352864786,5.992913393990929,4.545731957504525,2.7242962245550593,5.508595556037851,4.848916770784997,False
25,119.15324929880221,10,"[-90.0, -45.0, -59.99999999999999, 180.0, 90.0, 45.0, -59.99999999999999, 180.0, 45.0, 59.99999999999999, 180.0, -165.0, 105.00000000000001, 59.99999999999999, -59.99999999999999, 145.0, 59.99999999999999, 29.999999999999996, 14.999999999999998, 59.99999999999999, -119.99999999999999, 135.0, 59.99999999999999, 45.0, 180.0, -59.99999999999999, 115.0, -59.99999999999999, -59.99999999999999, -150.0, 105.00000000000001, -59.99999999999999, 59.99999999999999]",0.32474904951281414,66.79369746421139,-40.465631421094756,-26.97708761406317,16.52469459853257,0.0,97.18705558221266,-2.8303479030783816,-12.408026753196252,-3.1189757198413366,-3.4422690489345094,0.5883034504779852,0.5883034504779852,0.0,0.0,0.9614466392702964,0.5901543604445617,1.0,39.55290730505793,20.65540261555966,54.28132866509145,119.15324929880221,5.245147474207998,4.598259897929998,3.465698097784928,5.508595556037851,4.848916770784997,False
26,119.5146579150876,10,"[-90.0, -45.0, -59.99999999999999, 180.0, 90.0, 45.0, -59.99999999999999, 180.0, 45.0, 59.99999999999999, 180.0, -135.0, 150.0, -59.99999999999999, 45.0, 45.0, 180.0, 59.99999999999999, 59.99999999999999, -59.99999999999999, -135.0, 135.0, -75.0, 150.0, 59.99999999999999, -75.0, 75.0, -59.99999999999999, 59.99999999999999, -90.0, -75.0, 180.0, 59.99999999999999]",4.855327147616923,168.03594954842802,-115.2751399470925,-76.85009329806167,17.747370759444852,0.0,64.57951880927156,-2.544557067292076,-12.808003382980203,0.0,-5.664111403933631,0.5883034516246725,0.5883034516246725,0.0,0.0,0.9030095529302001,0.3934029912170803,1.0,36.57185558683775,13.76910469259781,54.573052666426904,119.5146579150876,6.48542652162573,4.602323891726824,2.4848408981414205,5.508595556037851,4.848916770784997,False
27,119.80964492470142,10,"[-90.0, -45.0, -59.99999999999999, 180.0, 90.0, 45.0, -59.99999999999999, 180.0, 45.0, 59.99999999999999, 180.0, -135.0, 150.0, -59.99999999999999, 45.0, 45.0, 180.0, 59.99999999999999, 59.99999999999999, -59.99999999999999, -119.99999999999999, 135.0, -45.0, 160.0, 180.0, -90.0, 105.00000000000001, -59.99999999999999, -59.99999999999999, -90.0, -75.0, 180.0, 59.99999999999999]",8.789873530011079,122.12532198228232,-115.2751399470925,-76.85009329806167,17.162380892034687,0.0,111.19565816227222,-2.419903778545935,-15.807538799549228,0.0,-6.549310568335889,0.5883034516246725,0.5883034516246725,0.0,0.0,0.9295091936610204,0.3962325004057127,1.0,37.03722184663113,13.868137514199944,54.96161086405377,119.80964492470142,6.825886385027848,4.6344759889892115,2.74661053010197,5.508595556037851,4.848916770784997,False
28,121.44000453438997,10,"[-90.0, -45.0, -59.99999999999999, 180.0, 90.0, 45.0, -59.99999999999999, 180.0, 45.0, 59.99999999999999, 180.0, -135.0, 150.0, -59.99999999999999, 45.0, 45.0, 180.0, 59.99999999999999, 59.99999999999999, -59.99999999999999, -135.0, 119.99999999999999, -45.0, 160.0, 180.0, -59.99999999999999, 115.0, -59.99999999999999, -59.99999999999999, -150.0, 105.00000000000001, -59.99999999999999, 59.99999999999999]",3.0255254008765813,101.87560912168891,-115.2751399470925,-76.85009329806167,19.05034610740407,0.0,136.6474092446586,-3.2896239764692536,-15.40756216976526,0.0,-5.774862698535849,0.5883034516246725,0.5883034516246725,0.0,0.0,0.9411973396123008,0.3982176715728181,1.0,40.8467639812473,13.937618505048635,59.177230358560394,121.44000453438997,4.722114995532555,4.422921538324989,2.5585925715608027,5.508595556037851,4.848916770784997,False
29,122.02962005353079,10,"[-90.0, -45.0, -59.99999999999999, 180.0, 90.0, 45.0, -59.99999999999999, 180.0, 45.0, 59.99999999999999, 180.0, -165.0, 105.00000000000001, 59.99999999999999, -59.99999999999999, 145.0, 59.99999999999999, 29.999999999999996, 14.999999999999998, 59.99999999999999, -119.99999999999999, 135.0, 59.99999999999999, 45.0, 180.0, -45.0, 145.0, 180.0, -59.99999999999999, -105.00000000000001, 105.00000000000001, 59.99999999999999, -59.99999999999999]",1.787766774154569,91.40468872423833,-40.465631421094756,-26.97708761406317,16.318607160691702,0.0,72.45647669663211,-2.6938377560746325,-12.808003382980221,-1.5884494598132863,-2.970300732701,0.5883034504779852,0.5883034504779852,0.0,0.0,0.9472411609095305,0.5342372452562606,1.0,38.35111023743884,18.69830358396912,55.037049365944696,122.02962005353079,4.9020423469584875,4.582461720077931,3.5323052215697657,5.508595556037851,4.848916770784997,False
30,122.72774504708022,10,"[-90.0, -45.0, -59.99999999999999, 180.0, 90.0, 45.0, -59.99999999999999, 180.0, 45.0, 59.99999999999999, 180.0, -135.0, 150.0, -59.99999999999999, 45.0, 45.0, 180.0, 59.99999999999999, 59.99999999999999, -59.99999999999999, -135.0, 135.0, -75.0, 150.0, 59.99999999999999, -45.0, 145.0, 180.0, -59.99999999999999, -105.00000000000001, 105.00000000000001, 59.99999999999999, -59.99999999999999]",0.2035910567254501,138.96559836721045,-115.2751399470925,-76.85009329806167,18.537232031608223,0.0,101.2406560063635,-2.6926052556654905,-12.808003382980209,0.0,-6.03188728071386,0.5883034516246725,0.5883034516246725,0.0,0.0,0.9197889764114227,0.392991768526776,1.0,37.47155713989614,13.75471189843716,55.49655040637467,122.72774504708022,5.298212459886419,4.549401576568294,2.4701845892812377,5.508595556037851,4.848916770784997,False
